"item_id","rating","evidence_mean","intuition_mean","EMI_score","decade_group","n","text","party","bin","starting_year","class"
117,0,2.4,2.4,2.851395,5,5,"Can not the Committee on Finance or the Ways and Means Committee get all the testimony in regard to the wage scales through the Tariff Commission? Is there any use of such an investigation when we have a Tariff Commission. and we have the Ways and Means Committee and the Finance Committee to investigate all questions relating to the tariff? Is not that true? Does not the Tariff Commission furnish information such as is covered in this resolution?","Democrat","(1.468, 3.783]",1929,0
118,1.8333333333333333,3.6666666666666665,1.8333333333333333,1.1202896,5,6,"airplanes. and so forth. Second. The metalframed Zeppelin. a significant advance in its time. should now be carried further and be made substantially all metal. Third. The metalclad airship Is the only real American development in the lighterthanair field. Fourth. It is in no sense a new or untried idea. intensive work having been started on it over 15 years ago. Fifth. A practical demonstration unit. the ZMC2. has now been in active service for about 8 years. and has more than lived up to every promise made for it. Sixth. The proposed next ship is still relatively small. about twice the length and diameter of the ZMC2. Seventh. It is no more than a logical step forward in what has been a continuous program of development. Eighth. Its adoption Is urged. not by highpower lobbying but by actual achievements and results. * Ninth. In the size proposed it offers","Democrat","(1.468, 3.783]",1937,1
119,1.375,3,1.625,1.6384995999999998,5,8,"The point which interests me. then. is the provision in the joint resolution that no project shall be inaugurated unless adequate money shall have been provided to complete the project.","Democrat","(1.468, 3.783]",1937,1
120,2.5,4.25,1.75,2.7242482000000003,5,8,"The resolution as originally reported asked for authority to expend $25.000. *The Committee to Audit and Control the Contingent Expenses of the Senate recommended. and the amendment provided for. the expenditure of only $10.000. That was the status of the resolution as it was reported. It went back on the calendar. The present amendment prov.des that the committee shall hold hearings with reference to such data as have been gathered to date. and that witnesses may be called in order to substantiate such data.","Democrat","(1.468, 3.783]",1937,1
121,-2.5714285714285716,1.5714285714285714,4.142857142857143,-2.4930449,6,7,"I thank the gentleman. but we hope that is only temporary. ""Hillbillies?"" Yes. to the gentleman from Pennsylvania . but true and unselfish Americans. We have spilled our blood on the battlefields of every war in which the liberties and ideals that we cherish and the democracy that we love were imperiled. For half a century we have suffered the discrimination which I strive to end and the ridicule which you stoop to perpetuate. ""Contributor of verse and humor!"" ""Assailed."" ""accused."" ""defamed"". castigator of ""Ozark hillbillies"". authority on ""delirium tremens.""-the gentlemans rhapsody on the Middle West. IHere the gavel fell.]","Democrat","(-5.517, -3.22]",1939,0
122,-1.5,2.3333333333333335,3.8333333333333335,-0.4933827999999999,6,6,"May I corret the gentleman and say that all of them have that?","Democrat","(-5.517, -3.22]",1943,0
123,-2,1.625,3.625,-1.2726414,6,8,"Whether they knew that or not they knew at least that he was a propagandist.","Democrat","(-5.517, -3.22]",1939,0
124,-3.375,1.125,4.5,-1.8406405,6,8,"I am serious about this. I am not trying to be facetious.","Democrat","(-5.517, -3.22]",1941,0
125,-2.5,1.1666666666666667,3.6666666666666665,-3.0739222,6,6,"I am afraid that I and my comrades on this side of the aisle would have denounced it from the hilltops.","Democrat","(-5.517, -3.22]",1945,0
126,-0.8571428571428571,2.5714285714285716,3.4285714285714284,-1.0531898000000002,6,7,"Alliance which has been issuing great floods of propaganda to prevent congressional elimination of the theaterproject fund. told this actress: I personally encourage Negro attention on all occasions. and go out with themAny time she was asked. Trudy. as an employee of the Workers Alliance. which fattens on the dues paid by relief employees from money received from the United States Treasury. is helping us .spend whatever we appropriate for a theater project. Trudy told this girl who refused to go out with a Negro. and one of her supervisors named Harold Hecht said to her that the Negro was entitled just as much to life. liberty. and the pursuit of happiness as was the girl. The girl. however. felt that she herself should choose what constituted the pursuit of happiness. Do you think the American taxpayers would approve of our financing Trudy in her pursuit of happiness with whatever","Democrat","(-3.22, -0.931]",1939,0
127,-1.1,2.2,3.3,-1.0155665,6,10,"I merely said I do not know of any which has.","Democrat","(-3.22, -0.931]",1945,0
128,0.14285714285714285,3,2.857142857142857,-1.7315081,6,7,"The Senator from Missouri knows perfectly well that this sort of subterfuge has been employed for the last 5 years. When we repealed the arms embargo provision of the Neutrality Act we still called the new measure. which destroyed our neutrality forever. a neutrality act. It has been the custom. apparently. to use words to conceal thought rather than to express thought When the lendlease billmiscalled. as the Senator from Missouri so well points outwas passed. it was ptecisely the form in which we took the first step of repealing the arms embargo. We said it was necessary because. again. Britain was fighting our battle. This was all short of war. which was another shibboleth. I may say to the Senator from Missouri. devised by the slogan makers. and the catchword makers. and the phrase makers to make the people feel rather than to make them think.","Democrat","(-3.22, -0.931]",1941,1
129,-0.8571428571428571,2.4285714285714284,3.2857142857142856,-2.1230435,6,7,"business was canvassed. the charges were bruited back and forth. and then a man was elected. It seems that he did not love LANGER. He made a campaign on the issue that he was going to ""kick the stuffing"" out of LANCER in connection with the bond deal. Am I overstating it? Perhaps in my utterly crude style I attempted to use the vernacular. which does not befit this honorable Chamber. but I understand that he called down on LANCERS head the mildew of the wrath of God Almighty. and said he was going out to ""fix"" him after he was elected. That is true. is it not?","Democrat","(-3.22, -0.931]",1941,0
130,-2,1.7142857142857142,3.7142857142857144,-1.7832477,6,7,"Mr. Speaker. numerous of the daily columnists have made a sad spectacle of themselves in castigating President Roosevelt in his espousal of Senator MEAD for the Democratic nomination of Governor in New York. Westbrook P.egler screeched with panther rage. Arthu Krock seemed angrier than a wet hen. Mark Sullivan took a conniption fit. Those whom the gods would destroy they first make mad. In their diatribes they showed about as much respect for the Commander in Chief of our armed forces as does a Nazi. Their solicitude for John J. Bennett was amusing. How many of them- will support John as against Dewey? Nonedespite the fact that Bennett is far superior. They have a sharp business sense. They pattern their views as closely as possible after the editorial policy of their employers. And the latter are antiNew Deal. Bennett has properly espoused Roosevelts policies. They will be ""agin"" him. Many","Democrat","(-3.22, -0.931]",1941,0
131,-1,2.5,3.5,0.91932654,6,6,"And may I say to the gentleman from Alabama that that question was definitely involved in title 2 of the allotment and allowance bill in which we amended the Selective Service Act. and imported into it at that time the entire question of family relationship within the home. and provided that the allowance to be paid would not be the only feature in determining it. and that there should be taken into consideration the sanctity of the American home in passing on any question of deferment. and that is the fixed policy of law. and these new directives are in directcontravention of It.","Democrat","(-0.931, 1.357]",1943,0
132,2.8333333333333335,4.333333333333333,1.5,0.5880103,6,6,"If I may answer the gentlewoman from Massachusetts. a penalty provision is contained in this bill. The grower is penalized to the extent of $10 per day per child for every day the underage child was permitted to work.","Democrat","(-0.931, 1.357]",1939,1
133,-1,2.142857142857143,3.142857142857143,0.42525458,6,7,"I regret that the source of the gentlemans information was incorrectly advised or misunderstood concerning something that may have been said about a specific proposal. I do recall that there was a Member of this body who asked me if I thought the Judiciary Committee was in favor of drafting all labor In this land and would approve a bill of that kind. I said I had no right to speak for the committee. but that I did not think any such bill as that would be reported. Several Members have asked me if our committee was going to report a bill. and I have said that I did not know.","Democrat","(-0.931, 1.357]",1941,0
134,-0.625,2.375,3,0.22931272,6,8,"I do not know whether he did or not. but I would interpret the hardship case as covering that sort of a situation. As I remember. the 2.000 a month that the authorities have already started to release contain not only the men over 28 but also the hardship cases. and I think we all know of some hardship cases in which they have been released.","Democrat","(-0.931, 1.357]",1941,0
135,-0.6666666666666666,2.6666666666666665,3.3333333333333335,-0.42981616,6,9,"unparalleled since manhoods flower first shed its fragrance on a new world. Today. many of these men have been returned to their civilian pursuits. Tomorrow. many men will likewise find their places in fields of endeavor of their own choosing. Today. the law of the land gives terminal leave pay only to officer personnel. Enlisted personnel are denied this provision of law. Mr. Chairman. this is a caste system. pure and simple. undeniable and undebatable. This is inconsistent. Mr. Speaker. with the philosophy which made this Nation great. This is inconsistent with the fundamental concept of the inscription on the Supreme Court edifice: ""Equal justice under law."" This is a wrong which has perpetuated itself and a wrong which has been forcibly brought to the attention of this Nation only on account of the tremendous sizes of our armed forces during the recent conflict. No member in either branch of","Democrat","(-0.931, 1.357]",1945,0
136,1.1666666666666667,3.3333333333333335,2.1666666666666665,0.86013585,6,6,"It is all performed as a Federal function because the Food Administrator has the right to direct and to veto everything a county agent may do. It is not a local function. anyway.","Democrat","(1.357, 3.646]",1943,1
137,2,3.5,1.5,2.5183575,6,8,"have in mind. let me read the language of the resolution: Resolved. That the Committee on Public Lands. or any duly authorized subcommittee thereof. is authorized and directed to make a full and complete investigation of the mine explosion which occurred at the Centralia Coal Mine No. 5. Womac. Ill on March 25. 1947. with a view to determining the cause of such explosion whether all mine safety requirements and provisions were beIng observed. and whether adequate inspection was being maintained. After the word ""provisions"" I wish to add the words ""Federal or local"". so that that clause would read: ""whether all mine safety requirements and provisions. Federal or local. were being observed. and whether adequate inspection was being maintained.""","Democrat","(1.357, 3.646]",1947,1
138,2.2,3.8,1.6,3.3648176,6,5,"I might answer the gentlemans question. although I am not a Harvard man. by saying that I would understand from the language in line 13 on page 2 that it is the purpose of the act to effectuate the policies set out in section 1 (a). which is the preceding section. which provides. among other things. for the following major programs relating to atomic energy. Then when you go to subsection (3) it would be a program of federally conducted research. That means the Government would carry on the program of scientific research and development to assure the Government of adequate scientific and technical accomplishment.","Democrat","(1.357, 3.646]",1945,1
139,1.7142857142857142,3.5714285714285716,1.8571428571428572,1.7991837,6,7,"Mr. President. I submit for reference to the Committee on Printing with a view to its being printed as a document. with illustrations. a statement on the defense coordination of the Panama and Florida Canals.","Democrat","(1.357, 3.646]",1939,1
140,3,4.4,1.4,1.4809624,6,5,"Chairman of the Committee of the Whole House on the rtate of the Union. reported that that Committee. having had under consideration the bill to amend the Selective Training and Service Act of 1940. and for other purposes. pursuant to House Resolution 107. had come to no resolution thereon.","Democrat","(1.357, 3.646]",1945,1
141,-1.1111111111111112,1.8888888888888888,3,-1.0582002,7,9,"I should think we would have some representatives on the IRO.","Democrat","(-4.54, -2.449]",1949,0
142,-2.142857142857143,1.8571428571428572,4,-2.3129307999999997,7,7,"We have done it in the past and I have confidence that if Khrushchev and Tito make too much of a rapprochement. the President will again cut it off. But. I am not at all sure that Tito is ever going to submit to the Kremlin becauselet us look at it realisticallyhe likes the job he is doing as dictator of Yugoslavia too well to submit to anyone who can liquidate him. He likes his Isle of Brioni. He likes the life he is living and. as a matter of selfpreservation. I do not think he is going to go back with the Kremlin. They want him to go back. and I think if we can keep him from it. we are hurting them more than we are hurting ourselves.","Democrat","(-4.54, -2.449]",1957,0
143,-0.6,2.4,3,-1.3696516,7,5,"And is not the gentleman now criticizing General Marshall because he thinks he advocates aiding the Communists?","Democrat","(-4.54, -2.449]",1949,0
144,-1.6666666666666667,2,3.6666666666666665,-0.7106255,7,6,"Well. does the gentleman admit that he did give power to a bureaucrat under this bill?","Democrat","(-4.54, -2.449]",1951,0
145,-0.6923076923076923,2.230769230769231,2.923076923076923,-1.5767062,7,13,"I did not hear the name mentioned. But. it was out of that source that came those charges which were antiSemitic. for example. appeals to bigotry and hatred. appeals to people who were not possessed of a hateful mind and who did not have a hateful mind. but appeals to their emotionalism. the result of which would be the same as if they did possess a hateful mind.","Democrat","(-4.54, -2.449]",1949,0
146,-0.625,2.75,3.375,-1.5430226,7,8,"Mr. Speaker. a soldier passed on today before my committee. a Member of this House. the distinguished Congressman from my State of Illinois. RALPH CHURCH. while testifying there on a matter that concerns every person within these United States. I never heard him. and I have heard him often. give a finer dissertation upon the subject matter he was interested in. I never heard a person show creater concern or more earnestness in his delivery than did our distinguished colleague on this occasion. So I say to you. passing away as he did. carrying out his duty as he saw it. he died a soldier on the field of battle. I grieve with you in his passing. My heart goes out to his loved ones. But I am sure if that great soldier. RALPH CHURCH. could speak to us now and speak to his loved ones. he would speak in","Democrat","(-2.449, -0.366]",1949,0
147,-2.75,1.25,4,-1.1539706,7,8,"If the group to which the gentleman refers pursues the campaign of snooping on its fellowmembers that it has actually initiated. I shall ask the privilege of taking the floor of this House and denouncing the activity and the group in such terms as will admit of no doubt as to the scorn and contempt that I have for such activity.","Democrat","(-2.449, -0.366]",1949,0
148,-0.8,2.6,3.4,-1.7606993000000002,7,5,"United States. Jews and Christians alike. have made to insure the successful launching of the Israeli ship of state. Let us hope that our mutual pride in accomplishment will continue through the years as Israel meets and overcomes her present problems and establishes more firmly her position in the community of nations. Israel has already survived a bloody war in her short life. That she may survive the uneasy peace is now the task of President BenZvi and Prime Minister David BenGurion. May God give them the wisdom of Solomon and the leadership qualities of Moses in coping with that formidable undertaking. I know that the United States will continue to cooperate in every just and practical way in helping to make this new promised land the sanctuary for oppressed Jews which they have sought through the centuries.","Democrat","(-2.449, -0.366]",1953,0
149,-1.8333333333333333,1.3333333333333333,3.1666666666666665,-0.47726995,7,6,"Mr. President. I should like to finish stating my point. if I may.","Democrat","(-2.449, -0.366]",1957,0
150,-1,2.125,3.125,-0.54442024,7,8,"Mr. President. do you think the campaign of lies against the McCarran amendment to the tax bill. carried on and fostered by certain foundations. was not an attempt to influence legislation? Of course. it was an attempt to influence legislation. I suppose the Treasury takes the position that these foundations are so big that their propaganda activities and their attempts to influence legislation are only a small part of their total effort. and therefore are not substantial. Maybe the Treasury also feels that the money these foundations give for the furtherance of Communist causes and the attainment of Communist objectives is also not substantial. Mr. President. the statement of managers on the part of the House goes on to say thatA large foundation could lose its exemption unless every foreign farmer to which It furnished fertilizer signed the sworn statement and all the sworn statements were secured by agents of","Democrat","(-2.449, -0.366]",1953,0
151,-2.2142857142857144,1.7142857142857142,3.9285714285714284,0.60855395,7,14,"Does the Senator subscribe to the view that the basis for this type of legislation is the interest the Federal Governmenit has in interstate commerce?","Democrat","(-0.366, 1.717]",1949,0
152,1.3333333333333333,3.3333333333333335,2,0.79040337,7,6,"Mr. Chairman. I have been interested in the postal deficit problem since I have been in Congress. I have introduced legislation to separate the airmail subsidy so that payments to airlines for transporting mail will not be charged to the postal deficit. This seems to me to be a constructive step. It was first suggested by the Hoover Commission. and I am happy to note a parallel bill is making progress in the other body. This subsidy amounts to between thirty to sixty million dollars. The Post Office and Civil Service Conmittee is to be commended for reporting a mailrateincrease bill. This appears to be a necessary step toward solution of the postal deficit problem. However. I rise in support of the Lyle amendment. It calls for a 30percent increase in secondclass rates on publications. instead of the 60percent increase provided in the committee bill. Obviously. the deficit is so","Democrat","(-0.366, 1.717]",1951,1
153,-0.3333333333333333,2.5555555555555554,2.888888888888889,-0.09092218,7,9,"and increased hostility and bitterness. have been omitted from the administration bill. The bill embodies the principle. supported by expert witnesses who testified before the Senate committee. that a coolingoff period will be secured without the compulsion of an injunction if the parties feel that sincere efforts are being made to help them to settle the dispute privately without Government compulsion. The great majority of disputes do not involve such a public loss that the use of drastic measures and the denial to the parties of otherwise legitimate activities are justified. Such few disputes as may result in a truly national emergency of a character actually imperiling the public safety can be met successfully through measures for bringing all the tremendous forces of public opinion effectively to bear in support of the President and in such a manner as to induce settlement by the parties themselves. To this end. the","Democrat","(-0.366, 1.717]",1949,0
154,2.5,3.6666666666666665,1.1666666666666667,1.4951844,7,6,"I do not want to take up the gentlemans time. but this same Associated Press release has the figures broken down by areas. and a great deal of other detailed information.","Democrat","(-0.366, 1.717]",1951,1
155,2.111111111111111,3.5555555555555554,1.4444444444444444,0.7596904999999999,7,9,"That is correct. The bill provides that they do not draw their retirement pay and that of the office to which they will be appointed.","Democrat","(-0.366, 1.717]",1951,1
156,-0.16666666666666666,2.5,2.6666666666666665,2.1025445,7,6,"He said that he would report back to the committee before he did anything. If he intends to report back to the committee. I shall be there. together with the chairman of the committee. when he reports back about increased rates of interest.","Democrat","(1.717, 3.799]",1953,0
157,2.125,3.875,1.75,2.9427984,7,8,"part of the overall teamwork in the health professions. In conjunction with the many uses of the physical facilities of a medical school. it is important to take notice of the insistence through the years by the faculty of these schools upon having dualpurpose facilities and resources. They report that responsibility for and participation in research not only enables them to keep abreast of the rapidly changing trends in medicine but that it also enables them to make their own contributions to scientific literature and knowledge. In fact. more than 50 percent of all medical research currently conducted in the United States is being carried out by the faculty members of our medical schools. Research also provides the mechanism that makes for selfeducation as well as providing the spark necessary to the development of a productive teacher. It is research in process that frequently makes the difference between inspirational and","Democrat","(1.717, 3.799]",1957,1
158,3.111111111111111,4.666666666666667,1.5555555555555556,2.5505161,7,9,"The Atomic Energy Commission studied the question of utility disposal for a long period of time. They hired experts. who made all sorts of findings. I think. in fairness to all Members of the Senate. it should be understood that provision for the transfer of the utilities was contained in a bill submitted by the administration and approved by the Bureau of the Budget. The text is contained in a joint committee print of the Joint Committee on Atomic Energy. 84th Congress. 1st session. entitled ""Disposal of GovernmentOwned Communities at Oak Ridge. Tenn and Richland. Wash "" which was released in connection with a letter sent by W. F. Libby. the Acting Chairman of the Atomic Energy Commission. under date of April 25. 1955. In the proposal submitted by the administration. it is stipulated. on page 5. as follows: SEC. 303. Transfer of municipal facilities: (a) The Commission is authorized","Democrat","(1.717, 3.799]",1955,1
159,-0.1111111111111111,2.7777777777777777,2.888888888888889,2.0834116999999996,7,9,"I am informed that there would be no additional expense as the machines are originally furnished complete. adapted to the type of electric power available.","Democrat","(1.717, 3.799]",1951,0
160,-0.8333333333333334,2.1666666666666665,3,2.2091804,7,6,"But that has not been given to us and the report does not contain that blue sheet.","Democrat","(1.717, 3.799]",1953,0
161,-2,1.5555555555555556,3.5555555555555554,-2.1550336,8,9,"If it were done rashly. then it would not be lawfully done. He cannot blurt out something even with all good intentions.","Democrat","(-5.29, -2.99]",1967,0
162,-1.5,2.3333333333333335,3.8333333333333335,-0.6362734,8,6,"Did you get all these urgencies or did you hear of them by rumor?","Democrat","(-5.29, -2.99]",1959,0
163,-0.4,2.8,3.2,-2.6423327999999997,8,5,"it. much against the wishes of the helpless Lithuanians. part of the Soviet Union. Since 1940. except for the 2year period during the war. the unfortunate Lithuanians have been oppressed by the tyrannical government imposed upon them by the Communist rulers of the Kremlin. There they suffer in misery and under conditions approaching servitude beneath the heel of their detested and despised overlords. At the same time. in their hearts they all cherish the hope that someday. somehow. freedom and independence may dawn over their heads in their historic and beloved homeland. I am glad to join loyal and libertyloving and proud Americans of Lithuanian descent who. in observing the 41st anniversary of Lithuanian Independence Day. echo the true feelings and sentiments of oppressed Lithuanians in unfree Lithuania.","Democrat","(-5.29, -2.99]",1959,0
164,-0.625,2.625,3.25,-2.4730256,8,8,"the debris of senselessness for words of consolation to a bereaved family or a bereaved Nation. And yet. in the grand design which men cannot comprehend. is it not possible that our fallen leader. in his martyrdom. won a mighty battle against the forces of darkness and malice and intolerance? I do not believe John F. Kennedy ever hated anyone. If he hated anything it was hatred itself. During recent months. many of us. hypnotized into immobility. watched a blight creep over our land. False prophets arose among us and preached the devils doctrine in the name of patriotism. Wrapping the flag about their shoulders. they set themselves up as infallible. daring to judge the patriotism of their fellow men. Restlessly. they cast about for a man on horseback. They railed at the President. the Supreme Court. the Congress. Those who differed with them were traitors and there were hints","Democrat","(-5.29, -2.99]",1963,0
165,-2.4,1.4,3.8,-1.2950327,8,5,"Yes. The Navajos have not done that. either. They have not done it. if they could have. and they would not do it if they could.","Democrat","(-5.29, -2.99]",1961,0
166,0,2.8,2.8,-1.3099234,8,10,"Peace Corps Volunteers have come back from Africa. Asia. Latin America. they will gain importance and consideration in the United States. Peace Corps Volunteers will be members of Congress. leaders in business. educators in universities. lawyers and governors. When this happens something will have changed. not only in the United States but on the face of the world In the sense of this rediscovery of brotherhood. of happiness. of men in general. It is for this rediscovery of man. of this brotherhood of human dignity that I say. Long Live the Peace Corps I","Democrat","(-2.99, -0.698]",1967,0
167,-1,2.3333333333333335,3.3333333333333335,-1.5651667,8,9,"Mr. President. unless there is a successful solution to the crisis in South Vietnam. I am satisfied that the unilateral military action of the United States in South Vietnam will be the primary cause of leading Asia into a massive war. We would be whistling in the graveyard. or engaging in emptyheaded. wishful thinking. if we thought that a massive war in Asia would stop there. I am satisfied that it would lead to a nuclear war. out of which there would come no victor. This I have stated many times. This administration continues to argue that we shall lose prestige if we change our course of action in Asia. I point out to the President of the United States that we have no prestige left in Asia because of our shocking course of action in South Vietnam. What do prestige and face have to do with the United States","Democrat","(-2.99, -0.698]",1965,0
168,0,3,3,-1.711057,8,5,"policy. but Kennans ideas about the containment of Soviet power have greatly influenced our approach to the Soviet Union. They also triggered his being fired from the Foreign Service in 1953 by Secretary of State Dulles. or. as Emmet John Hughes has written. discourteously dismissed. Kennan is convinced that Dulles talk of rescuing Eastern Europe damaged the United States. ""Mr. Dulles liked to talk about liberation of Eastern Europe. but did nothing about it. I prefer not to talk about it. Mr. Dulles talked a line designed to appease the rightwing critics of our policy. and followed the same policy as in the past. I have felt we should not talk in a way we did not intend to act."" The effect of Dulles words was ""to tighten the apron strings of the satellite governments to the Soviet Union."" Kennan warns that we still have not made up our minds","Democrat","(-2.99, -0.698]",1963,0
169,-2.6666666666666665,1.5,4.166666666666667,-0.9033401,8,6,"meeting. LaDonna came home and said. ""Id like to get that. group interested in Indian problems also."" I take nb little pride in the fact that I did hot respond by saying. ""Some of my best friends are Indians."" but I am afraid the effect of what I said was about the same. ""What Indian problems?"" I asked. ""Ive lived all my life among Indians. and the only Indian problems I know about Is the one I married."" When I had a chance to say something more. I said that. if it were true that Indians had certain special problems. other than those encountered by all citizens. I had thought the Bureau of Indian Affairs was supposed to take care of such things. The fact that. thereafter. over the next several months. it took us so long to really identify and articulate the basic problems as we saw them. should","Democrat","(-2.99, -0.698]",1965,0
170,-1.7142857142857142,2,3.7142857142857144,-1.5026948,8,7,"constructive results for our country and for the United Nations. This proposal for $100 million of financing on the part of the United States will be passed by the Senate and by the House of Representatives. let no one make any mistake about that. Madam President. After all the sound and fury are over. after all the arguments have been stated. after all the newspaper articles have been written. after all the dissension that anyone could sow has been sown. then the Senate and the House of Representatives will overwhelmingly support this measure for financial assistance to the United Nations. I will tell you why that will happen. Madam President: It is because the American people would repudiate any Congress or any administration that did not do so. Sometimesin fact. almost all the time. I thinkthe American people exhibit more political horsesense than do some of their official spokesmen. The","Democrat","(-2.99, -0.698]",1961,0
171,-1.4,1.8,3.2,-1.3348196,8,5,"of roses. and everything about the program has not been perfect. He would be the first to agree to this. But his vision and his deep concern for the problems of the poor gave him the drive to get the program off the ground. He deserves the applause of all who are concerned with giving hope and help to the disadvantaged and poor of this Nation. I congratulate him for what he has done in this important area.","Democrat","(-0.698, 1.594]",1967,0
172,0.14285714285714285,2.5714285714285716,2.4285714285714284,-0.035327315,8,7,"That is why I asked the Senator whether he thought the request of the Minnesotans was a reasonable request.","Democrat","(-0.698, 1.594]",1965,1
173,1.8571428571428572,3.857142857142857,2,2.0451353,8,7,"Mr. Chairman. I should like to say to the gentleman that I am under no obligation to tell him the name of the person. The gentleman has known me for many years here. He knows that I do not make reckless statements. The information came to me through Mr. John Moore who is Director of the Crash Injury Research Project at Cornell. The report shows that the industry put out a press release saying. ""We heartily endorse the objectives of H.R. 1341."" It is in the report. Then they go on and say. ""However. the Department under section 112 has the right to prescribe these specifications."" But the fact remains that they are not. and have not prescribed any safety devices to amount to anything.","Democrat","(-0.698, 1.594]",1959,1
174,0.3333333333333333,2.8333333333333335,2.5,0.60226727,8,6,"aid program. Public Law 480. I have not thought too highly of that program. I think within it is embraced vast grants to certain countries between the difference of the real value of the foreign currencies which we obtain and the estimated or official value in the country in which we spend them. I think we are giving vast grants to the countries that receive the benefits of the program. But what is proposed here is not the way to kill that program. If Senators desire to kill the foreign aid program and put it on a current and realistic basis. they should introduce a bill to kill the program.","Democrat","(-0.698, 1.594]",1961,1
175,1.5714285714285714,3.7142857142857144,2.142857142857143,0.5429149000000001,8,7,"Senator from Alabama has described. I had a particular interest in the seasonal homes version. The House managers were convinced of the merits of that proposition. On yesterday. agreement was obtained on It and it was concluded tentatively to include that provision in the conference report. but this morning the House Parliamentarian ruled that that provision. not having been included in the House bill. and the Senate bill not being in conference. the seasonal homes provision was not germane to the conference and could not be included or it would be subject to a point of order in the House. I say this because I know the particular interest of the Senator from Michigan . as he was the sponsor of the original bill. We worked it out in the Senate committee and in conference. It is a viable proposition and holds great promise for development of the rural undeveloped areas of his State and my State.","Democrat","(-0.698, 1.594]",1965,1
176,1.7142857142857142,3.5714285714285716,1.8571428571428572,2.061644,8,7,"our embassy in each country. Our U.S. ambassador or the head of our country team is then requested to distribute the sections of the questionnaire to those in charge of each of the specific programs. such as the Peace Corps or AID. and so forth. Material is then collected by the country team to supply the information requested in the questionnaire. Then. upon my arrival. I am able to go over the responses with those in charge of our actual operations in the field. I have found this to be a very useful approach. As a matter of fact. several of our ambassadors have informed me that it was only by going over the material supplied at my request that they were able to realize the scope of our Governments activities in the country to which they are assigned. Several have also indicated that because of the material which was","Democrat","(1.594, 3.885]",1967,1
177,0.75,3.125,2.375,2.3534822,8,8,"Although I recognize that the larger packers might very well engage in research on these methods of slaughter. some of them do not. Furthermore. the legislation which was passed directed the administration. with the cooperation of the Congress. to do this research. It had been indicated that possibly some of it could be done at the research facilities at Ames. Iowa. at the Iowa State College.","Democrat","(1.594, 3.885]",1959,1
178,2,3.8,1.8,3.3371418,8,5,"the amount of the request. showing the pipelines. and other pertinent information. so that the Members would have some knowledge of the figures involved in this legislation. At this time I think it would be appropriate to put in the RECORD page 8 of the committee report which shows the budget estimates. the authorization. and the recommendations of the committee with appropriate comparisons:","Democrat","(1.594, 3.885]",1967,1
179,-2.6,1,3.6,0.9691471,8,5,"Could not the Senator do that after the present discussion has been completed?","Democrat","(1.594, 3.885]",1961,0
180,0.8,3.3,2.5,1.5543038999999998,8,10,"the money is used for buying textbooks and stocking libraries. building special education centers to provide services unavailable in local schools. and strengthening State departments of education. Becausewith the exception of the last categorythe funds go directly to the local school system. the programs are most responsive to community needs. However. the socalled Quie amendment would change all of this. This proposal would establish a system of ""block grants"" to State departments of education giving them the power to set priorities and determine which local agencies should receive funds and what should be done with them.","Democrat","(1.594, 3.885]",1967,1
181,-2.111111111111111,1.7777777777777777,3.888888888888889,-0.9666106,9,9,"Oh. I amn not denying the quoteand I think the gentleman would not deliberately misquote the Attorney General.","Democrat","(-4.308, -2.258]",1969,0
182,-1.75,2.125,3.875,-1.5362158,9,8,"who does not redden at such a backhanded compliment. It is said the witness remains unperturbed. Is he to be congratulated. or pitied. or scorned as a pariah even in this age of lost innocence? America is. or should be. deeply perturbed. And mere painful silence is no longer a sufficient reproach. What is needed now. not tomorrow. not when the hearings conclude. but nowis a clear unequivocal expression of chagrin. sorrow. and most importantly. rededication to the ageless promise of the gift we still share-""a Republicif you can keep it."" And that expression. that pledge can only come. and must come from the President himself.","Democrat","(-4.308, -2.258]",1973,0
184,-1.1666666666666667,1.8333333333333333,3,-1.8917143,9,6,"many things have been done and. of course. they can be done better because everything can be done better. but I. for one. am getting tired of hearing ourselves berate ourselves to the point where we are brainwashing the people of this country to think that we are the ones who have committed all of these things that have happened. I. for one. reject out of hand that idea. because it is not the Members of this House or the Members of this body especially and/or the other body who have been that flagrant in this field. I think it ill behooves us to talk about it in such a way. They have a saying in the church to which I belongmea culpa. mea culpa. mea culpa. I am getting tired of hearing mea culpa. mea culpa. mea culpa. Mr. Du PONT. Let me say to the gentleman from Massachusetts","Democrat","(-4.308, -2.258]",1973,0
185,-1.625,2,3.625,-1.9710207,9,8,"to a country whose leader so flagrantly violates her espoused democratic principles. Such behavior labels her nothing less than a supreme hypocrite. What many of us fail to remember is that Indira Gandhi is not Mahatma Gandhi. indeed she is not related at all to that martyr for democracy. She only bears a similar name. and by her actions has defiled that name.","Democrat","(-4.308, -2.258]",1975,0
